naam,functie,geslacht,geboortedatum,overlijdensdatum,doel,bestemming,van,tot_en_met,betaald_door
Judith Swinkels (J.C.M.),Oud Kamerlid,vrouw,1961-06-04,,Werkbezoek vaste commissie voor Europese Zaken,"Londen, Verenigd Koninkrijk",2017-02-05,2017-02-06,Tweede Kamer der Staten-Generaal
Zsolt Szabó (F.Z.),Oud Kamerlid,man,1961-11-24,,Technologische ontwikkeling ICT en media.,Japan,2005-06-06,2005-06-10,Ministerie van Economische Zaken.
Paul Tang (P.J.G.),Oud Kamerlid,man,1967-04-23,,Seminar over positie toekomst van sociaal-democratie.,Duitsland,2008-05-28,2008-05-28,WBS
Paul Tang (P.J.G.),Oud Kamerlid,man,1967-04-23,,Werkbezoek vaste Commissie voor Financiën.,Verenigde Staten,2008-04-27,2008-05-04,Tweede Kamer der Staten-Generaal.
Paul Tang (P.J.G.),Oud Kamerlid,man,1967-04-23,,"Conferentie ""Effects on the financial crisis in the Balkans"".",Macedonië,2009-10-16,2009-10-17,Alfred Mozes Stichting.
Paul Tang (P.J.G.),Oud Kamerlid,man,1967-04-23,,"Expertmeeting ""De Nederlandse stem in Europa""","Brussel, België",2007-03-29,2007-03-29,WBS
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,IPU-conferentie,"Lusaka, Zambia",2016-03-17,2016-03-22,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-04-22,2016-04-22,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Bezoek aan het Lagerhuis i.v.m. Rapporteurschap Europese Verkiezingsakte,"Londen, Verenigd Koninkrijk",2016-05-16,2016-05-16,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Fractiedagen Benelux Parlement,"Mechelen, België",2016-09-30,2016-10-01,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Baltic Assembly,"Vilnius, Litouwen",2015-02-05,2015-02-07,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Mercator European Dialogue,"Wenen, Oostenrijk",2016-06-24,2016-06-25,Stiftung Mercator
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2017-02-03,2017-02-03,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-10-21,2016-10-21,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Baltic Assembly,"Riga, Letland",2014-11-22,2014-11-23,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-04-20,2015-04-20,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Het afnemen van een interview op uitnodiging van Elsevier,"Londen, Verenigd Koninkrijk",2015-09-11,2015-09-12,Reis- en verblijfskosten zijn betaald door Elsevier
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Bezoek aan een wereldtentoonstelling met het Benelux Parlement,"Milaan, Italië",2015-07-12,2015-07-14,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkbezoek Benelux Parlement,Hongarije,2016-05-01,2016-05-03,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkbezoek van de contactgroep Verenigd Koninkrijk,"Londen, Verenigd Koninkrijk",2017-01-15,2017-01-17,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkdiner van de Benelux-top,"Brussel, België",2015-04-29,2015-04-29,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Mercator European Dialogue,"Athene, Griekenland",2016-03-06,2016-03-08,Stiftung Mercator
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-11-21,2016-11-21,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-02-27,2015-02-27,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-06-17,2016-06-18,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-12-11,2015-12-11,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Rapporteurschap Europese Verkiezingsakte,"Stockholm, Zweden",2016-11-13,2016-11-14,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Mercator European Dialogue,"Bratislava, Slowakije",2016-10-14,2016-10-16,Stiftung Mercator
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-03-04,2016-03-04,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-03-06,2015-03-06,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Rapporteurschap Europese Verkiezingsakte,"Valetta, Malta",2017-02-18,2017-02-20,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,IPU-Conferentie,"Genève, Zwitserland",2016-10-24,2016-10-26,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkbezoek met de vaste commissie voor Buitenlandse Zaken,"Havana, Cuba",2015-10-18,2015-10-26,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Global Parliamentary Conference van de Wereldbank,"Washington D.C., Verenigde Staten",2016-04-08,2016-04-11,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Mercator European Dialogue,"Rome, Italië",2016-02-25,2016-02-26,Stiftung Mercator
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkbezoek vaste commissie voor Buitenlandse Zaken,"Caïro, Egypte",2017-01-09,2017-01-12,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-05-27,2016-05-27,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Deelname aan de European Mercator Dialogue,"Berlijn, Duitsland",2015-08-04,2015-08-05,Reis is betaald door de Stiftung Mercator
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkbezoek met de algemene commissie voor Buitenlandse Handel en Ontwikkelingssamenwerking,Rwanda en Uganda,2015-08-15,2015-08-23,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-04-15,2016-04-15,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-02-19,2016-02-19,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-05-11,2015-05-11,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement (bijeenkomst Politico),"Brussel, België",2016-12-06,2016-12-06,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkgroep van de Poolse Sjem over verbetering van de subsidiariteitstoets,"Warschau, Polen",2015-05-12,2015-05-13,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,COSAC,"Riga, Letland",2015-05-31,2015-06-02,Tweede Kamer der Staten-Generaal
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2016-11-25,2016-11-26,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Conferentie van de GUAM,"Kiev, Oekraïne",2015-06-26,2015-06-27,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,OVSE Verkiezingswaarneming,Bosnië-Herzegovina,2014-10-08,2014-10-14,Ministerie van Buitenlandse Zaken
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-06-12,2015-06-13,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Brussel, België",2015-03-26,2015-03-28,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Werkbezoek aan de Haven van Gent,"Gent, België",2014-06-30,2014-06-30,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,Vergadering Benelux Parlement,"Luxemburg, Luxemburg",2014-12-12,2014-12-13,Benelux Parlement
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,AVVN,"New York, Verenigde Staten",2014-10-17,2014-10-24,Ministerie van Buitenlandse Zaken
Joost Taverne (J.),Oud Kamerlid,man,1971-09-22,,OVSE Parlementaire Assemblee,"Helsinki, Finland",2015-07-05,2015-07-07,Tweede Kamer der Staten-Generaal
Fred Teeven (F.),Oud Kamerlid,man,1958-08-05,,OVSE Parlementaire Assemblee.,"Helsinki, Finland",2015-07-05,2015-07-09,Tweede Kamer der Staten-Generaal.
Fred Teeven (F.),Oud Kamerlid,man,1958-08-05,,"Studiereis inzake criminaliteitsbestrijding, mogelijkheden van adoptie en opvang van ontheemden.",Taiwan,2009-08-21,2009-08-25,Taipei Representative Office in Nederland.
Fred Teeven (F.),Oud Kamerlid,man,1958-08-05,,Studiereis VVD.,Israël en Palestijnse Gebieden,2016-10-18,2016-10-23,Gedeelte uit eigen middelen.
Fred Teeven (F.),Oud Kamerlid,man,1958-08-05,,Bijwonen oefening.,Duitsland,2015-06-28,2015-06-29,Ministerie van Defensie.
Fred Teeven (F.),Oud Kamerlid,man,1958-08-05,,Verkiezingswaarneming OVSE.,Turkije,2015-06-05,2015-06-08,Tweede Kamer der Staten-Generaal.
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Klimaatconferentie,"Cancun, Mexico",2010-12-08,2010-12-10,Tweede Kamer der Staten-Generaal
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker congres rondom voedsel,"Porto, Portugal",2015-07-06,2015-07-09,De organisator (college B&W Porto)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Bezoek Biofach,"Berlijn, Duitsland",2015-02-11,2015-02-13,Fractie (toegangskosten)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Opnames internationale documentaire Meat the Truth,"Washington, Verenigde Staten",2007-11-14,2007-11-19,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,"Spreker bij RTG ""ban on fur"" in parlement Bosnia Herzegovina","Sarajevo, Bosnië-Herzegovina",2019-04-04,2019-04-07,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Debat/lezing over klimaatverandering,"Benicassim, Spanje",2016-08-15,2016-08-19,"Stichting Dierenbescherming, Organisator Rototom SunSplash festival Spanje"
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker op Mintzbergcongres,"Londen, Engeland",2017-05-09,2017-05-11,Henry Mintzberg Society
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lancering Franse vertaling van Meat the Truth,"Parijs, Frankrijk",2013-04-03,2013-04-04,Uitgever
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,"Serie lezingen, op uitnodiging Voiceless, op de diverse universiteiten in Australë",Australië,2016-04-30,2016-05-21,Voiceless (NGO)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Klimaatconferentie,"Kopenhagen, Denemarken",2009-12-15,2009-12-17,"Deels Tweede Kamer der Staten-Generaal, deels zelf"
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lezing Animal Rights Association,"Wenen, Oostenrijk",2007-05-11,2007-05-14,VGT
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,"Interview bij programma VOLT Live, studio VRT","Brussel, België",2013-08-30,2013-08-30,Gedeclareerd bij VRT
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker bij zusterparij PAN Portugal tijdens filmvertoning Powerplant,"Porto, Portugal",2019-04-18,2019-04-21,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Première Meat the Truth,"Londen, Groot-Brittannië",2008-05-18,2008-05-19,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lezing en première Meat the Truth,"Los Angeles, Verenigde Staten",2008-10-02,2008-10-08,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker op opleidingscongres Zweedse Djurens Parti,"Zweden, Stockholm",2018-04-13,2018-04-15,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Opnames internationale documentaire Meat the Truth,"Londen, Groot-Brittannië",2008-04-02,2008-04-04,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreken congres rondom vegetarisme,"Porto, Portugal",2015-07-16,2015-07-20,College B&W Paredes de Coura
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,"Klimaattop Parijs, delegatieleider Tweede Kamer","Parijs, Frankrijk",2015-12-08,2015-12-12,Tweede Kamer der Staten-Generaal
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Bezoek Turkse Partij voor de Dieren,"Istanbul, Turkije",2013-05-03,2013-05-05,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Keynote speaker benefiet Stichting Dierenbescherming en werkbezoek div. NGO's,Curacao/Bonaire,2015-10-22,2015-10-26,Stichting Dierenbescherming Curacao
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lezing congres Animal Politics Foundation,"Madrid, Spanje",2017-09-29,2017-10-01,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker op congres universiteit Diergeneeskunde Tblisi,"Tblisi, Georgië",2017-12-15,2017-12-17,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lezing vegetarisch festival,"Turijn, Italië",2007-06-15,2007-06-17,Vegetarisch festival
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Première Meat the Truth,"Turijn, Italië",2009-10-09,2009-10-11,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker bij zusterparij PACMAN Spanje tijdens filmvertoning Powerplant,"Madrid, Spanje",2019-04-21,2019-04-22,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Internationaal congres over Vegetarian Nutrition,"Los Angeles, Verenigde Staten",2013-02-23,2013-02-23,"Loma Linda University, Verenigde Staten"
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,"Klimaattop Marrakesh, delegatieleider Tweede Kamer van de vaste commissie voor Infrastructuur en Milieu","Marrakesh, Marokko",2016-11-14,2016-11-17,Tweede Kamer der Staten-Generaal
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lezing Zweeds Parlement Meat the Truth,"Stockholm, Zweden",2011-02-08,2011-02-10,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Conferentie VN duurzaamheid,"New York, Verenigde Staten",2009-05-12,2009-05-15,Tweede Kamer der Staten-Generaal
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,"Bezoek/ontmoeting/lezing PAN PACMA, via Animal Politica Foundation","Lissabon en Madeira, Portugal",2014-02-08,2014-02-12,PAN Portugal
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,European Parliament's Sustainable Food Conference,"Brussel, België",2014-04-02,2014-04-02,Gedeclareerd via (ex)MEP
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Bezoek/ontmoeting/lezing Cypriotische Partij voor de Dieren,"Nicosia, Cyprus",2014-04-25,2014-04-27,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Interview voor One Single Planet,"Bilbao, Spanje",2015-03-01,2015-03-02,NGPF (wetenschappelijk bureau)
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Symposium Animal Politics Foundation,"Tirana, Albanië",2015-11-19,2015-11-22,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Spreker op congres Peace Talks,"Oslo, Noorwegen",2017-10-20,2017-10-22,PeaceTalks
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Congres Animal Politics Foundation,"Istanbul, Turkije",2013-12-11,2013-12-15,Animal Politics Foundation
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Lezing Ranchandra Pachauri less meat less heat,"Gent, België",2008-08-30,2008-08-30,Partij voor de Dieren
Marianne Thieme (M.L.),Oud Kamerlid,vrouw,1972-03-06,,Grune Woche,"Berlijn, Duitsland",2007-02-18,2007-02-21,Ministerie LNV
Joris Thijssen (J.),Tweede Kamerlid,man,1974-04-19,,Bezoek aan de EP fractie PvdA,"Brussel, België",2021-06-22,2021-06-23,Voor eigen rekening
Jacques Tichelaar (J.),Oud Kamerlid,man,1953-01-02,,PES Brussel.,"Brussel, België",2005-04-07,2005-04-07,Partijbureau PvdA.
Jacques Tichelaar (J.),Oud Kamerlid,man,1953-01-02,,Raad van Europa.,"Parijs, Frankrijk",2005-04-05,2005-04-05,Tweede Kamer der Staten-Generaal.
Jacques Tichelaar (J.),Oud Kamerlid,man,1953-01-02,,Privé-bezoek.,Verenigde Staten,2005-02-13,2005-02-21,Voor eigen rekening.
Judith Tielen (J.Z.C.M.),Tweede Kamerlid,vrouw,1972-04-02,,2-daagswerkbezoek,"Londen, Verenigd Koninkrijk",2023-06-18,2023-06-19,Tweede Kamer der Staten-Generaal
Judith Tielen (J.Z.C.M.),Tweede Kamerlid,vrouw,1972-04-02,,Training tijdens weekend Liberale Leadership Academy,"Kopenhagen, Denemarken",2022-05-13,2022-05-15,"VVD International (Geschatte waarde €450,-)"
Judith Tielen (J.Z.C.M.),Tweede Kamerlid,vrouw,1972-04-02,,Training REN-project,"Budapest, Hongarije",2019-11-15,2019-11-17,European Liberal Forum
Anja Timmer (A.J.),Oud Kamerlid,vrouw,1961-03-14,,Werkbezoek vaste commissie voor Justitie.,Verenigde Staten,2008-10-12,2008-10-19,Tweede Kamer der Staten-Generaal.
Anja Timmer (A.J.),Oud Kamerlid,vrouw,1961-03-14,,Werkbezoek vaste commissie voor Economische Zaken.,India,2010-01-02,,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Congres Socialisten.,Italië,2005-02-03,2005-02-06,Partijbureau PvdA.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,PES,"Wenen, Oostenrijk",2005-06-24,2005-06-24,Partijbureau PvdA.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,PES Council leadership,Polen,2010-12-01,2010-12-02,PvdA
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,NAVO Rose Roth,"Marseille, Frankrijk",2012-04-11,2012-04-13,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Bezoek,Taiwan,2006-01-08,2006-01-12,Regering van Taiwan.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,NAVO Spring Session,"Talinn, Estland",2012-05-25,2012-05-30,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Bijeenkomst Policy Network/WBS,"Brussel, België",2011-10-05,2011-10-05,Voor eigen rekening.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Europa.,"Berlijn, Duitsland",2005-03-23,2005-03-23,Partijbureau PvdA.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Raad van Europa.,"Straatsburg, Frankrijk",2005-01-24,2005-01-26,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Debat mensenrechten en Raad van Europa,"Straatsburg, Frankrijk",2005-03-09,2005-03-10,Voor eigen rekening.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Brits-Nederlandse Conferentie.,"Norwich, Engeland",2005-03-06,2005-03-07,Ministerie van Buitenlandse Zaken.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Conf. Foresight (Policy Network),"Sao Paolo, Brazilië",2011-03-16,2011-03-18,Policy Network.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,PES.,"Dublin, Ierland",2006-01-27,2006-01-27,Partijbureau PvdA.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,COSAC,"Londen, Engeland",2005-10-08,2005-10-11,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Conferentie Advisory Council Meeting.,"Budapest, Hongarije",2011-06-05,2011-06-07,European Cultural Foundation.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,SPD Seminar,Duitsland,2006-09-24,2006-09-26,Partijbureau PvdA.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Raad van Europa.,Franrijk,2005-10-04,2005-10-07,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Commissie Defensie.,Afghanistan,2005-01-12,2005-01-14,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Politieke commissie Raad van Europa.,Canda,2005-10-23,2005-10-27,Politieke commissie Raad van Europa.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,PES,Roemenië,2006-05-01,2006-05-02,Partijbureau PvdA.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Contactgroep Duitsland,Duitsland,2011-07-04,2011-07-09,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Discussiebijeenkomst ‘Denk ich an Deutschland’,"Frankfurt, Duitsland",2011-10-18,2011-10-19,Alfred Herrhausen Society – The International Forum of Deutsche Bank en de Frankfurter Allgemeinen Zeitung.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,PES bijeenkomst.,"Brussel, België",2011-06-23,2011-06-23,Voor eigen rekening.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Europese sociaaal-democratische conferentie.,"Rome, Italië",2011-01-14,2011-01-16,"Deels voor eigen rekening, deels Italiaanse zusterpartij."
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Workshop on Council of Europe,"Oslo, Noorwegen",2012-01-30,2012-01-31,Raad van Europa.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,Raad van Europa.,"Parijs, Frankrijk",2005-09-13,2005-09-14,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,NATO Parlementaire Assemblee,Verenigde Staten,2011-12-03,2011-12-08,Tweede Kamer der Staten-Generaal.
Frans Timmermans (F.C.G.M.),Oud Kamerlid,man,1961-05-06,,1ste Max van der Stoel-lezing,"Praag, Tsjechië",2011-10-09,2011-10-11,Nederlandse ambassade en Forum 2000 Foundation.
Varina Tjon-A-Ten (V.T.),Oud Kamerlid,vrouw,1952-11-29,,Studiereis IEPFPD.,Ethiopië,2006-05-06,2006-05-13,IEPFPD.
